country_iso_3,state_code,state_name,county_name,city_name,category,pest_name,starts_at,ends_at,source_url,reason,is_active,data_source,confidence,raw_organism,scraped_at
USA,CT,Connecticut,,,citrus,Citrus Diseases,,,https://www.aphis.usda.gov/plant-pests-diseases/citrus-diseases,USDA APHIS Citrus Diseases — state mentioned in program page,true,USDA_APHIS,LOW,Citrus Diseases,2026-04-05T06:52:51.824Z
USA,CT,Connecticut,,,ALL,Fruit Flies,,,https://www.aphis.usda.gov/plant-pests-diseases/fruit-flies,USDA APHIS Fruit Flies — state mentioned in program page,true,USDA_APHIS,LOW,Fruit Flies,2026-04-05T06:52:51.824Z
USA,CT,Connecticut,,,plants,Imported Fire Ant,,,https://www.aphis.usda.gov/plant-pests-diseases/ifa,USDA APHIS Imported Fire Ant — state mentioned in program page,true,USDA_APHIS,LOW,Imported Fire Ant,2026-04-05T06:52:51.824Z
USA,CT,Connecticut,,,trees,Spongy Moth,,,https://www.aphis.usda.gov/plant-pests-diseases/spongy-moth,USDA APHIS Spongy Moth — state mentioned in program page,true,USDA_APHIS,LOW,Spongy Moth,2026-04-05T06:52:51.824Z
USA,CT,Connecticut,,,grapes,Spotted Lanternfly,,,https://www.aphis.usda.gov/plant-pests-diseases/slf,USDA APHIS Spotted Lanternfly — state mentioned in program page,true,USDA_APHIS,LOW,Spotted Lanternfly,2026-04-05T06:52:51.824Z
USA,DC,District Of Columbia,,,trees,Asian Longhorned Beetle,,,https://www.aphis.usda.gov/plant-pests-diseases/alb,USDA APHIS Asian Longhorned Beetle — state mentioned in program page,true,USDA_APHIS,LOW,Asian Longhorned Beetle,2026-04-05T06:52:51.824Z
USA,DC,District Of Columbia,,,citrus,Citrus Diseases,,,https://www.aphis.usda.gov/plant-pests-diseases/citrus-diseases,USDA APHIS Citrus Diseases — state mentioned in program page,true,USDA_APHIS,LOW,Citrus Diseases,2026-04-05T06:52:51.824Z
USA,DC,District Of Columbia,,,trees,Emerald Ash Borer,,,https://www.aphis.usda.gov/plant-pests-diseases/eab,USDA APHIS Emerald Ash Borer — state mentioned in program page,true,USDA_APHIS,LOW,Emerald Ash Borer,2026-04-05T06:52:51.824Z
USA,DC,District Of Columbia,,,trees,Spongy Moth,,,https://www.aphis.usda.gov/plant-pests-diseases/spongy-moth,USDA APHIS Spongy Moth — state mentioned in program page,true,USDA_APHIS,LOW,Spongy Moth,2026-04-05T06:52:51.824Z
USA,DC,District Of Columbia,,,grapes,Spotted Lanternfly,,,https://www.aphis.usda.gov/plant-pests-diseases/slf,USDA APHIS Spotted Lanternfly — state mentioned in program page,true,USDA_APHIS,LOW,Spotted Lanternfly,2026-04-05T06:52:51.824Z
USA,DE,Delaware,,,trees,Asian Longhorned Beetle,,,https://www.aphis.usda.gov/plant-pests-diseases/alb,USDA APHIS Asian Longhorned Beetle — state mentioned in program page,true,USDA_APHIS,LOW,Asian Longhorned Beetle,2026-04-05T06:52:51.824Z
USA,DE,Delaware,,,citrus,Citrus Diseases,,,https://www.aphis.usda.gov/plant-pests-diseases/citrus-diseases,USDA APHIS Citrus Diseases — state mentioned in program page,true,USDA_APHIS,LOW,Citrus Diseases,2026-04-05T06:52:51.824Z
USA,DE,Delaware,,,ALL,Fruit Flies,,,https://www.aphis.usda.gov/plant-pests-diseases/fruit-flies,USDA APHIS Fruit Flies — state mentioned in program page,true,USDA_APHIS,LOW,Fruit Flies,2026-04-05T06:52:51.824Z
USA,DE,Delaware,,,plants,Imported Fire Ant,,,https://www.aphis.usda.gov/plant-pests-diseases/ifa,USDA APHIS Imported Fire Ant — state mentioned in program page,true,USDA_APHIS,LOW,Imported Fire Ant,2026-04-05T06:52:51.824Z
USA,DE,Delaware,,,trees,Spongy Moth,,,https://www.aphis.usda.gov/plant-pests-diseases/spongy-moth,USDA APHIS Spongy Moth — state mentioned in program page,true,USDA_APHIS,LOW,Spongy Moth,2026-04-05T06:52:51.824Z
USA,DE,Delaware,,,grapes,Spotted Lanternfly,,,https://www.aphis.usda.gov/plant-pests-diseases/slf,USDA APHIS Spotted Lanternfly — state mentioned in program page,true,USDA_APHIS,LOW,Spotted Lanternfly,2026-04-05T06:52:51.824Z
USA,FL,Florida,,,trees,Asian Longhorned Beetle,,,https://www.aphis.usda.gov/plant-pests-diseases/alb,USDA APHIS Asian Longhorned Beetle — state mentioned in program page,true,USDA_APHIS,LOW,Asian Longhorned Beetle,2026-04-05T06:52:51.824Z
USA,FL,Florida,,,citrus,Citrus Diseases,,,https://www.aphis.usda.gov/plant-pests-diseases/citrus-diseases,USDA APHIS Citrus Diseases — state mentioned in program page,true,USDA_APHIS,LOW,Citrus Diseases,2026-04-05T06:52:51.824Z
USA,FL,Florida,,,ALL,Fruit Flies,,,https://www.aphis.usda.gov/plant-pests-diseases/fruit-flies,USDA APHIS Fruit Flies — state mentioned in program page,true,USDA_APHIS,LOW,Fruit Flies,2026-04-05T06:52:51.824Z
USA,FL,Florida,,,plants,Imported Fire Ant,,,https://www.aphis.usda.gov/plant-pests-diseases/ifa,USDA APHIS Imported Fire Ant — state mentioned in program page,true,USDA_APHIS,LOW,Imported Fire Ant,2026-04-05T06:52:51.824Z
USA,GA,Georgia,,,trees,Asian Longhorned Beetle,,,https://www.aphis.usda.gov/plant-pests-diseases/alb,USDA APHIS Asian Longhorned Beetle — state mentioned in program page,true,USDA_APHIS,LOW,Asian Longhorned Beetle,2026-04-05T06:52:51.824Z
USA,GA,Georgia,,,citrus,Citrus Diseases,,,https://www.aphis.usda.gov/plant-pests-diseases/citrus-diseases,USDA APHIS Citrus Diseases — state mentioned in program page,true,USDA_APHIS,LOW,Citrus Diseases,2026-04-05T06:52:51.824Z
USA,GA,Georgia,,,ALL,Fruit Flies,,,https://www.aphis.usda.gov/plant-pests-diseases/fruit-flies,USDA APHIS Fruit Flies — state mentioned in program page,true,USDA_APHIS,LOW,Fruit Flies,2026-04-05T06:52:51.824Z
USA,GA,Georgia,,,plants,Imported Fire Ant,,,https://www.aphis.usda.gov/plant-pests-diseases/ifa,USDA APHIS Imported Fire Ant — state mentioned in program page,true,USDA_APHIS,LOW,Imported Fire Ant,2026-04-05T06:52:51.824Z
USA,GA,Georgia,,,grapes,Spotted Lanternfly,,,https://www.aphis.usda.gov/plant-pests-diseases/slf,USDA APHIS Spotted Lanternfly — state mentioned in program page,true,USDA_APHIS,LOW,Spotted Lanternfly,2026-04-05T06:52:51.824Z
USA,HI,Hawaii,,,trees,Asian Longhorned Beetle,,,https://www.aphis.usda.gov/plant-pests-diseases/alb,USDA APHIS Asian Longhorned Beetle — state mentioned in program page,true,USDA_APHIS,LOW,Asian Longhorned Beetle,2026-04-05T06:52:51.824Z
USA,HI,Hawaii,,,citrus,Citrus Diseases,,,https://www.aphis.usda.gov/plant-pests-diseases/citrus-diseases,USDA APHIS Citrus Diseases — state mentioned in program page,true,USDA_APHIS,LOW,Citrus Diseases,2026-04-05T06:52:51.824Z
USA,HI,Hawaii,,,ALL,Fruit Flies,,,https://www.aphis.usda.gov/plant-pests-diseases/fruit-flies,USDA APHIS Fruit Flies — state mentioned in program page,true,USDA_APHIS,LOW,Fruit Flies,2026-04-05T06:52:51.824Z
USA,HI,Hawaii,,,plants,Imported Fire Ant,,,https://www.aphis.usda.gov/plant-pests-diseases/ifa,USDA APHIS Imported Fire Ant — state mentioned in program page,true,USDA_APHIS,LOW,Imported Fire Ant,2026-04-05T06:52:51.824Z
USA,IA,Iowa,,,trees,Asian Longhorned Beetle,,,https://www.aphis.usda.gov/plant-pests-diseases/alb,USDA APHIS Asian Longhorned Beetle — state mentioned in program page,true,USDA_APHIS,LOW,Asian Longhorned Beetle,2026-04-05T06:52:51.824Z
USA,IA,Iowa,,,citrus,Citrus Diseases,,,https://www.aphis.usda.gov/plant-pests-diseases/citrus-diseases,USDA APHIS Citrus Diseases — state mentioned in program page,true,USDA_APHIS,LOW,Citrus Diseases,2026-04-05T06:52:51.824Z
USA,IA,Iowa,,,ALL,Fruit Flies,,,https://www.aphis.usda.gov/plant-pests-diseases/fruit-flies,USDA APHIS Fruit Flies — state mentioned in program page,true,USDA_APHIS,LOW,Fruit Flies,2026-04-05T06:52:51.824Z
USA,IA,Iowa,,,plants,Imported Fire Ant,,,https://www.aphis.usda.gov/plant-pests-diseases/ifa,USDA APHIS Imported Fire Ant — state mentioned in program page,true,USDA_APHIS,LOW,Imported Fire Ant,2026-04-05T06:52:51.824Z
USA,ID,Idaho,,,trees,Asian Longhorned Beetle,,,https://www.aphis.usda.gov/plant-pests-diseases/alb,USDA APHIS Asian Longhorned Beetle — state mentioned in program page,true,USDA_APHIS,LOW,Asian Longhorned Beetle,2026-04-05T06:52:51.824Z
USA,ID,Idaho,,,citrus,Citrus Diseases,,,https://www.aphis.usda.gov/plant-pests-diseases/citrus-diseases,USDA APHIS Citrus Diseases — state mentioned in program page,true,USDA_APHIS,LOW,Citrus Diseases,2026-04-05T06:52:51.824Z
USA,ID,Idaho,,,ALL,Fruit Flies,,,https://www.aphis.usda.gov/plant-pests-diseases/fruit-flies,USDA APHIS Fruit Flies — state mentioned in program page,true,USDA_APHIS,LOW,Fruit Flies,2026-04-05T06:52:51.824Z
USA,ID,Idaho,,,plants,Imported Fire Ant,,,https://www.aphis.usda.gov/plant-pests-diseases/ifa,USDA APHIS Imported Fire Ant — state mentioned in program page,true,USDA_APHIS,LOW,Imported Fire Ant,2026-04-05T06:52:51.824Z
USA,IL,Illinois,,,trees,Asian Longhorned Beetle,,,https://www.aphis.usda.gov/plant-pests-diseases/alb,USDA APHIS Asian Longhorned Beetle — state mentioned in program page,true,USDA_APHIS,LOW,Asian Longhorned Beetle,2026-04-05T06:52:51.824Z
USA,IL,Illinois,,,citrus,Citrus Diseases,,,https://www.aphis.usda.gov/plant-pests-diseases/citrus-diseases,USDA APHIS Citrus Diseases — state mentioned in program page,true,USDA_APHIS,LOW,Citrus Diseases,2026-04-05T06:52:51.824Z
USA,IL,Illinois,,,ALL,Fruit Flies,,,https://www.aphis.usda.gov/plant-pests-diseases/fruit-flies,USDA APHIS Fruit Flies — state mentioned in program page,true,USDA_APHIS,LOW,Fruit Flies,2026-04-05T06:52:51.824Z
USA,IL,Illinois,,,plants,Imported Fire Ant,,,https://www.aphis.usda.gov/plant-pests-diseases/ifa,USDA APHIS Imported Fire Ant — state mentioned in program page,true,USDA_APHIS,LOW,Imported Fire Ant,2026-04-05T06:52:51.824Z
USA,IL,Illinois,,,trees,Spongy Moth,,,https://www.aphis.usda.gov/plant-pests-diseases/spongy-moth,USDA APHIS Spongy Moth — state mentioned in program page,true,USDA_APHIS,LOW,Spongy Moth,2026-04-05T06:52:51.824Z
USA,IL,Illinois,,,grapes,Spotted Lanternfly,,,https://www.aphis.usda.gov/plant-pests-diseases/slf,USDA APHIS Spotted Lanternfly — state mentioned in program page,true,USDA_APHIS,LOW,Spotted Lanternfly,2026-04-05T06:52:51.824Z
USA,IN,Indiana,,,trees,Asian Longhorned Beetle,,,https://www.aphis.usda.gov/plant-pests-diseases/alb,USDA APHIS Asian Longhorned Beetle — state mentioned in program page,true,USDA_APHIS,LOW,Asian Longhorned Beetle,2026-04-05T06:52:51.824Z
USA,IN,Indiana,,,citrus,Citrus Diseases,,,https://www.aphis.usda.gov/plant-pests-diseases/citrus-diseases,USDA APHIS Citrus Diseases — state mentioned in program page,true,USDA_APHIS,LOW,Citrus Diseases,2026-04-05T06:52:51.824Z
USA,IN,Indiana,,,ALL,Fruit Flies,,,https://www.aphis.usda.gov/plant-pests-diseases/fruit-flies,USDA APHIS Fruit Flies — state mentioned in program page,true,USDA_APHIS,LOW,Fruit Flies,2026-04-05T06:52:51.824Z
USA,IN,Indiana,,,plants,Imported Fire Ant,,,https://www.aphis.usda.gov/plant-pests-diseases/ifa,USDA APHIS Imported Fire Ant — state mentioned in program page,true,USDA_APHIS,LOW,Imported Fire Ant,2026-04-05T06:52:51.824Z
